cell_id,n_cycles,cycle_life,Qd_mean,Qd_std,IR_mean,IR_std,Tavg_mean,dQd_slope,dqdv_peak_first,dqdv_peak_last,dqdv_peak_delta,dqdv_peak_mean,dqdv_peak_std,dqdv_peak_slope,dqdv_area_first,dqdv_area_last,dqdv_area_delta,dqdv_area_mean,dqdv_area_std,dqdv_area_slope,dqdv_peakpos_first,dqdv_peakpos_last,dqdv_peakpos_delta,dqdv_peakpos_mean,dqdv_peakpos_std,dqdv_peakpos_slope
b1c3,50,1226.0,1.0629041479999999,0.15184989943564434,0.015645143580000003,0.003193762891223111,29.351317976229144,0.0026247005138055153,0.0,0.0,0.0,-0.0004003220748213979,0.002013201681296553,-3.1116010721201255e-05,0.0,-744.3515652642011,-744.3515652642011,-726.9418826761221,104.7564176765332,-1.8811796834027326,0.0,0.0,0.0,171.5,354.226721182917,4.0457623049219675
b1c3,100,1226.0,1.07409948,0.10795651522764711,0.01598469448,0.0022842758272481824,29.64277681987686,0.0006611514875487566,0.0,0.0,0.0,-0.001326890112625182,0.004131445177559829,-3.402396976431576e-05,0.0,-737.1094620839966,-737.1094620839966,-734.231088306322,74.49500094435334,-0.44190139119475397,0.0,60.0,60.0,160.19,339.8516351292134,0.9050405040504043
b1c4,25,1227.0,1.0382155839999998,0.2119295613955442,0.01534638436,0.004525566891421262,30.22974462393443,0.010126333769230762,0.0,0.0,0.0,-0.0007190334547283368,0.0031461955233455094,-2.588029042121088e-05,0.0,-743.4424513832928,-743.4424513832928,-709.3510273722878,145.61850434406318,-7.167088774573414,0.0,0.0,0.0,316.08,446.5454888362439,10.252307692307689
b1c4,50,1227.0,1.060791694,0.1515478595654804,0.016001072140000003,0.0032663609306334165,30.782857720867405,0.002620656091236484,0.0,0.0,0.0,-0.0003595167273641684,0.0022535583890403873,1.834848279039914e-05,0.0,-735.2233037126568,-735.2233037126568,-725.7239995035802,104.34152007784667,-1.8361353271747494,0.0,39.0,39.0,203.06,385.4390436891416,-5.849075630252101
b1c4,100,1227.0,1.072015096,0.107747024218523,0.01633550844,0.00233455825994264,31.134394995823982,0.0006617035151515211,0.0,0.0,0.0,-0.0001797583636820842,0.0016036133498199658,7.686162451368032e-06,0.0,-743.460774350281,-743.460774350281,-732.9021125209932,74.58628970264398,-0.45359415522468516,0.0,0.0,0.0,145.29,334.524746319312,-2.8274047404740483
b1c5,25,1074.0,1.036100924,0.21149823576869342,0.015644062280000003,0.0031956391031230983,29.66764972359868,0.010075845999999998,0.0,-0.0037160246684168037,-0.0037160246684168037,-0.0009426572575579203,0.0034350903088610336,-7.811835330329667e-06,0.0,-756.5974829241986,-756.5974829241986,-711.4266068861249,145.27264115473093,-7.099228966640733,0.0,3.0,3.0,310.44,447.01669588506417,17.45076923076922
b1c5,50,1074.0,1.058480472,0.15121706581699043,0.015954728,0.002280928776715749,30.22937725021016,0.002602768259303713,0.0,0.0,0.0,-0.0007950710346834898,0.0031114387872361775,1.1027056463594003e-05,0.0,-731.7248505284722,-731.7248505284722,-724.8011039624739,103.61790424627912,-1.6682268815446795,0.0,0.0,0.0,273.16,433.858611070473,1.0736134453781503
b1c5,100,1074.0,1.0695241690000001,0.10749622493650526,0.016107684690000002,0.0016215831803739868,30.61228273652725,0.0006526735631563214,0.0,0.0,0.0,-0.0012098673107545396,0.0045585738675144385,-1.5434572138996168e-05,0.0,-734.0062174703446,-734.0062174703446,-730.2038262807047,73.58477885472126,-0.35758978591129975,0.0,0.0,0.0,266.15,429.4078335335769,-0.6753855385538571
b1c6,25,636.0,1.037080256,0.21169911710529182,0.01539968928,0.004542321346263107,31.063482836652298,0.010123225307692323,0.0,0.0,0.0,-0.00011443501155156322,0.0005606147740216573,1.7605386392548188e-05,0.0,-737.026433093318,-737.026433093318,-711.0573469610503,145.2042851276412,-6.735544130842615,0.0,34.0,34.0,94.32,217.2748894833455,-0.39615384615384824
b1c6,50,636.0,1.0595033879999998,0.151364000532829,0.01603176114,0.00327351929196987,31.62482021085935,0.002608071663865534,0.0,0.0,0.0,-5.721750577578161e-05,0.00040052254043047115,5.632455550557135e-06,0.0,-738.3238055261777,-738.3238055261777,-724.9861714367362,103.64103906985014,-1.6745753708114943,0.0,0.0,0.0,53.36,159.66612164138016,-2.573061224489795
b1c6,100,636.0,1.070102667,0.10755540459278748,0.01634219586,0.0023355612014281705,31.951106767261077,0.0006374599969996999,0.0,0.0,0.0,-0.00014915667841100622,0.0012039865926511434,-5.183416511887964e-06,0.0,-734.3958202310284,-734.3958202310284,-730.022627633961,73.52370106563805,-0.3425426522121331,0.0,45.0,45.0,34.77,115.34685561383978,-0.8590159015901593
b1c7,25,870.0,1.052740328,0.2148927828917342,0.014896249160000001,0.004392792491270769,30.76108668943505,0.010170829230769233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-749.9965673010377,-749.9965673010377,-722.1837733022074,147.49112061365003,-7.062768765829618,0.0,0.0,0.0,21.16,21.80950251610522,-0.010000000000000307
b1c7,50,870.0,1.075190516,0.1536016749116641,0.0155476094,0.0031737514329117774,31.338674178021236,0.0026154764369747826,0.0,0.0,0.0,-0.00016204987871183373,0.0008459456926105764,-1.2654441354191163e-05,0.0,-749.8300336706851,-749.8300336706851,-736.9795170471248,105.3597584959768,-1.7777615445550061,0.0,858.0,858.0,106.06,263.9778331602864,6.526530612244897
b1c7,100,870.0,1.085957168,0.10914579136054847,0.015889640039999996,0.0022703133185751345,31.670183664124867,0.000645402213021308,0.0,0.0,0.0,-0.000347344339479792,0.0018140725213010103,-8.854078858568588e-06,0.0,-743.1234988143951,-743.1234988143951,-741.6549106548034,74.7715963004654,-0.3352600335824864,0.0,39.0,39.0,118.55,289.5536694638837,0.7952055205520552
b1c8,25,879.0,1.050290556,0.21439372776979848,0.01601818404,0.0032699501258333283,30.751876473924217,0.010249093230769236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-749.1140671247315,-749.1140671247315,-718.2837527780139,146.66584327114583,-6.856491965703447,0.0,0.0,0.0,89.2,268.79925595135114,-3.392307692307694
b1c8,50,879.0,1.072789118,0.15325966549358602,0.016343126540000003,0.002335024922205373,31.407184391349038,0.0026289689267706886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-744.8379876865022,-744.8379876865022,-732.7044221917785,104.73027258920983,-1.703659209275658,0.0,31.0,31.0,107.84,287.524841361577,-0.49805522208883707
b1c8,100,879.0,1.083824218,0.10893185919541476,0.016544588650000004,0.0016639418368041975,31.755741207459714,0.0006556275559555977,0.0,0.0,0.0,-0.00015198597827377412,0.0013920810641123963,-1.138335854849228e-06,0.0,-739.0944255104779,-739.0944255104779,-737.7115618029976,74.27943304475852,-0.3487666735966171,0.0,0.0,0.0,110.12,291.72847924054315,0.4387398739873989
b1c9,25,1054.0,1.0430695040000002,0.21291985513835476,0.01615771428,0.0032987112211827884,31.27049372894612,0.010185200153846167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-741.3615291561164,-741.3615291561164,-713.2578941635593,145.6451468274191,-6.827017038151332,0.0,0.0,0.0,7.08,14.742916943400314,-0.17000000000000012
b1c9,50,1054.0,1.0655286800000001,0.15222303217736669,0.01647783338,0.0023544970361229246,31.9383416350966,0.0026210885186074284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-742.7782473072884,-742.7782473072884,-727.4649369106369,103.98614483002636,-1.693000755036626,0.0,33.0,33.0,6.1,13.510366390294529,-0.0309723889555823
b1c9,100,1054.0,1.0768228499999999,0.10822909190212264,0.016667011580000002,0.0016763966754851022,32.31511827515521,0.0006638219873987412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-734.3325338852059,-734.3325338852059,-732.7181717012941,73.75695410147904,-0.348695951487532,0.0,0.0,0.0,15.18,84.2199952505342,0.5026822682268227
b1c10,25,906.0,1.0367039200000001,0.21162889519546993,0.01519391908,0.004480623565198139,31.937202622933146,0.010202641000000002,0.0,0.0,0.0,-0.0006086591672869652,0.0029818087742407434,4.446152564086037e-21,0.0,-740.7991779252569,-740.7991779252569,-713.0812663169365,145.67772583418562,-7.185121435127239,0.0,53.0,53.0,51.16,194.47625664846598,2.2292307692307687
b1c10,50,906.0,1.059588522,0.1513839592196852,0.01586231798,0.003238035802784994,32.5264227836059,0.002647476230492189,0.0,0.0,0.0,-0.0004189266399083714,0.002199597580226265,1.283636654260638e-05,0.0,-745.116727400326,-745.116727400326,-728.0322695388448,104.12661151805689,-1.8051421934202725,0.0,999.0,999.0,140.42,323.89344482406557,7.767635054021607
b1c10,100,906.0,1.070887572,0.10763960414374915,0.01623268906,0.0023198582954067812,32.87606916177769,0.0006671374389439035,0.0,0.0,0.0,-0.0005927985244786538,0.002959764135262251,-1.0241497456729727e-05,0.0,-737.1399432676881,-737.1399432676881,-733.2003618331875,73.87293562975353,-0.3711487818070993,0.0,0.0,0.0,122.94,305.75391477461085,0.6699549954995497
b1c11,25,788.0,1.0161635480000002,0.2074345104775348,0.0149578708,0.004414026017058232,31.500508991486317,0.009982978923076927,0.0,0.0,0.0,-0.0030830038998574073,0.0062972797130567745,0.00011370386693315136,0.0,-732.5503680696382,-732.5503680696382,-698.9622606687817,142.75318271110862,-6.948177646083334,0.0,999.0,999.0,235.24,408.6403093185987,19.079230769230765
b1c11,50,788.0,1.03846053,0.14836339339647533,0.015550885700000001,0.0031770370038328184,32.07812027438441,0.0025856886674669737,0.0,0.0,0.0,-0.0015956834173722304,0.0047096601170091,0.0001037310350000968,0.0,-728.6258231110431,-728.6258231110431,-714.2987092176379,102.12235747394723,-1.7705152213036885,0.0,0.0,0.0,299.3,444.2451237774029,8.095894357743095
b1c11,100,788.0,1.049483047,0.105486571258053,0.01587671327,0.002270632352736725,32.4317293801687,0.0006509144020402087,0.0,0.0,0.0,-0.0015005785181375385,0.004441236970685968,1.1195009958980965e-05,0.0,-724.1475010018163,-724.1475010018163,-720.3414109972227,72.52690282349009,-0.40035261853293563,0.0,0.0,0.0,270.36,421.87639232362847,0.34177017701770107
b1c12,25,902.0,1.0379415,0.21187240793845524,0.015774163800000005,0.003220098760040368,32.04395405317677,0.010121254769230767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-738.9467874846893,-738.9467874846893,-711.6797983053027,145.29037673696973,-6.837449055149991,0.0,39.0,39.0,25.88,21.841831425043093,0.5146153846153845
b1c12,50,902.0,1.06025857,0.15146953676326372,0.01609379956,0.0022992953777801594,32.7154514180094,0.002605551620648254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-739.389310346073,-739.389310346073,-725.786899985987,103.78168165922152,-1.6747304898561297,0.0,45.0,45.0,24.12,21.387510374047746,-0.04859543817527038
b1c12,100,902.0,1.071333671,0.10767651115586845,0.016274665669999997,0.0016365674618405383,33.12344169500137,0.0006550641458145883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-729.9560394318722,-729.9560394318722,-731.104034343984,73.63782340318932,-0.350714836093196,0.0,46.0,46.0,32.33,99.42102946560149,0.15714971497149718
b1c13,25,897.0,1.040262164,0.21234600783641377,0.01634603724,0.0033368523221061525,30.717414016852896,0.010137545153846154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-742.9991468840932,-742.9991468840932,-712.3966775481142,145.44101651419925,-6.909007235721605,0.0,53.0,53.0,65.6,191.55364783788377,-5.571538461538461
b1c13,50,897.0,1.062518092,0.1517917745163931,0.016681288000000002,0.002383222434554047,31.365260832695217,0.0026019620168067125,0.0,0.0,0.0,-0.0002762460763414238,0.0019337225343899667,-9.948838283604694e-06,0.0,-749.752161749439,-749.752161749439,-726.5944306797708,103.86027697718345,-1.7072562474912052,0.0,0.0,0.0,43.22,137.99554920358847,-2.2004801920768315
b1c13,100,897.0,1.073430505,0.10788692474131642,0.01686618544,0.001696873159013291,31.771244679727488,0.000648448955895587,0.0,0.0,0.0,-0.00023365344346770395,0.0016630722381566097,-3.6659271884406115e-07,0.0,-731.7964996069159,-731.7964996069159,-731.1685926711197,73.62669285449358,-0.32963306837269746,0.0,34.0,34.0,33.08,99.28128524550839,-0.5634923492349232
b1c14,25,880.0,1.031491084,0.2105574491956923,0.01633488456,0.003346511094477807,31.763813160997593,0.01005337899999997,0.0,0.0,0.0,-0.00029020413832708906,0.0014217041202908706,-1.1161697627964969e-05,0.0,-735.5177102729981,-735.5177102729981,-707.0180843721273,144.43205682440583,-6.913821618828841,0.0,0.0,0.0,120.04,285.77018458894554,15.552307692307691
b1c14,50,880.0,1.053992784,0.15057741356278687,0.01663472034,0.002385296667773714,32.37269099210505,0.002608329891956778,0.0,0.0,0.0,-0.00014510206916354453,0.0010157144841448117,7.3160707141282946e-06,0.0,-736.0394272487337,-736.0394272487337,-721.7686593505069,103.22495957550947,-1.7241217022617836,0.0,0.0,0.0,103.82,277.9296810346099,-0.32811524609843895
b1c14,100,880.0,1.065341888,0.10707777808608962,0.01680525182,0.0016967550464953116,32.746688171939034,0.0006647239531953233,0.0,0.0,0.0,-0.0003569148711262987,0.002133733185437858,-1.1057758169285451e-05,0.0,-728.2752360391113,-728.2752360391113,-726.9845953437388,73.26101117880862,-0.3623694381771402,0.0,48.0,48.0,104.25,282.7708745610127,0.0383858385838591
b1c15,25,719.0,1.023179456,0.20886288056571298,0.01619668296,0.003320160587740111,31.738493317351377,0.010002446230769233,0.0,0.0,0.0,-0.00012793468384492918,0.0006267493916487256,2.7063106197965798e-05,0.0,-730.9989859018409,-730.9989859018409,-702.2908452243042,143.3875569834889,-6.649671440878204,0.0,0.0,0.0,77.04,231.39999654278304,-11.750769230769228
b1c15,50,719.0,1.045653832,0.14938864626965653,0.016483526260000003,0.0023652221569589343,32.38646720800082,0.002601110722689075,0.0,0.0,0.0,-6.396734192246459e-05,0.0004477713934572521,7.218403530266106e-06,0.0,-729.2631208353948,-729.2631208353948,-716.9390045211039,102.49290072090683,-1.676048741863165,0.0,48.0,48.0,78.14,238.32255537401406,-2.4786074429771916
b1c15,100,719.0,1.0569803169999998,0.10623956952188206,0.01667158657,0.0016847157786408144,32.816242903351714,0.0006624381236123646,0.0,0.0,0.0,-0.0002935706731283714,0.002382245641946873,-1.1180362044056767e-05,0.0,-727.0428818970483,-727.0428818970483,-722.8816930286583,72.77075478358259,-0.37648875586101727,0.0,0.0,0.0,99.2,270.24570301856784,0.3520312031203118
b1c16,25,862.0,1.041531728,0.21260676749533733,0.015342333199999997,0.004524451687557148,31.024852740313776,0.010141145153846148,0.0,0.0,0.0,-0.0017791601996617978,0.004507580506371308,0.00019612393437141784,0.0,-744.5956342983543,-744.5956342983543,-717.5650093030483,146.49057405378818,-6.893362589864939,0.0,0.0,0.0,390.76,479.60235862639377,9.294615384615382
b1c16,50,862.0,1.064214576,0.1520372927761614,0.01601110872,0.003268440311967052,31.651737360855915,0.0026297751644657756,0.0,0.0,0.0,-0.0013817149784276454,0.00431471321055327,5.1460812790428825e-05,0.0,-740.205801015923,-740.205801015923,-730.7190085639529,104.45916526163887,-1.6293910388396813,0.0,946.0,946.0,405.58,476.46842875472873,4.562929171668668
b1c16,100,862.0,1.075604861,0.10810891867154614,0.016363573660000005,0.002339390075682656,32.092990921249715,0.0006678998049805018,0.0,-0.005179810048396567,-0.005179810048396567,-0.0012932963546822514,0.0041233944226033775,1.2974518223212926e-05,0.0,-738.3697567135267,-738.3697567135267,-735.6441555598047,74.06474480238194,-0.3425093411261917,0.0,0.0,0.0,336.01,457.6087519923543,-2.2731413141314145
b1c17,25,857.0,1.0328110400000001,0.21082575141929316,0.01597914712,0.003261984491079715,30.650231581411227,0.010085931000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-734.3410779360665,-734.3410779360665,-708.512210652613,144.7160073257684,-6.666567454524268,0.0,0.0,0.0,119.6,311.04276233341295,-11.976153846153855
b1c17,50,857.0,1.055136222,0.15073873740078134,0.01632098036,0.002331790142045212,31.308889611664902,0.002600618012004789,0.0,0.0,0.0,-0.00010280139815272712,0.0007196097870690898,-4.689619603605796e-06,0.0,-735.681660121654,-735.681660121654,-722.396666603115,103.29514838926507,-1.654486339598431,0.0,999.0,999.0,164.76,357.96209631747325,2.033229291716688
b1c17,100,857.0,1.0663351739999998,0.10717579764882894,0.01650946526,0.0016625835946329293,31.767866319949093,0.0006572200480048089,0.0,0.0,0.0,-0.0003947869012339368,0.0027949672215926208,-1.8392000814816084e-06,0.0,-725.0505296351163,-725.0505296351163,-727.6722310311043,73.30781465476565,-0.33804957340037495,0.0,0.0,0.0,182.7,366.15069302132963,0.8698829882988297
b1c18,25,691.0,1.026469336,0.20953007576351013,0.01909068672,0.0038968701086105864,30.074637721060114,0.00999094592307693,0.0,0.0,0.0,-7.718509292362375e-06,3.7812818682436564e-05,7.421643550348441e-07,0.0,-729.3758596636069,-729.3758596636069,-700.0569140374439,142.9580789824347,-6.706066950917564,0.0,817.0,817.0,120.24,299.71016399181394,-3.750769230769231
b1c18,50,691.0,1.084283868,0.29751146088472324,0.01948840936,0.0027840584799999997,30.712150402856373,0.005060946381752686,0.0,0.0,0.0,-3.859254646181188e-06,2.701478252326831e-05,3.2430711312446957e-07,0.0,-721.1669091236007,-721.1669091236007,-717.2938931058461,104.79986510438083,-1.9742260623492334,0.0,40.0,40.0,136.36,319.1497930439561,-0.14530612244897892
b1c18,100,691.0,1.0755789489999998,0.2105546447291959,0.01782470687,0.0026620532457676113,31.512746702861836,0.00035961908010801325,0.0,-0.0014952142719703708,-0.0014952142719703708,-7.793802048422301e-05,0.0005175310181569592,-2.6678805888369382e-06,0.0,-716.6587008564619,-716.6587008564619,-718.9628899917436,74.20603653797106,-0.2791450310824903,0.0,0.0,0.0,182.72,366.9810916109984,2.383462346234624
b1c19,25,788.0,1.044837548,0.21327890075742628,0.015649710639999998,0.003194776405946343,31.634351263283875,0.010150915384615383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-735.7285915672644,-735.7285915672644,-712.977836214521,145.56782614611978,-6.709985384920386,0.0,33.0,33.0,50.32,194.36207860588442,-2.4600000000000017
b1c19,50,788.0,1.066893318,0.15241524430373585,0.0159782074,0.002282843246868799,32.32069655240128,0.002590022333733486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-732.7325185433637,-732.7325185433637,-726.3124527811325,103.92001634603017,-1.5909581323841377,0.0,33.0,33.0,31.02,139.4435355260329,-1.358223289315726
b1c19,100,788.0,1.0774847869999997,0.10829399107841456,0.01616162039,0.001624900928458261,32.713644543106625,0.0006365072817281763,0.0,0.0,0.0,-6.552694696460647e-05,0.000651984890217352,-1.454843706984962e-06,0.0,-729.7311094702185,-729.7311094702185,-729.7772732142809,73.60913550629166,-0.2816967535841138,0.0,40.0,40.0,49.68,194.56196339469852,0.9273807380738075
b1c20,25,534.0,1.03125774,0.21050958110794862,0.014163121919999999,0.004178246618047612,30.971787172882895,0.009888627461538466,0.0,-0.003526581491666408,-0.003526581491666408,-0.00014106325966665632,0.0006910660152740693,-3.255305992307454e-05,0.0,-741.9796802493884,-741.9796802493884,-706.988174794853,144.37887789051263,-6.8205114344818,0.0,4.0,4.0,62.0,192.6437125888099,3.639230769230768
b1c20,50,534.0,1.051914956,0.15028056979395596,0.014677581739999999,0.002998960983648202,31.508742714837176,0.0024593392749099516,0.0,0.0,0.0,-7.053162983332816e-05,0.0004937214088332971,1.6934364905961077e-07,0.0,-726.3415053524782,-726.3415053524782,-718.7261416254843,102.79253750521212,-1.517242374783143,0.0,0.0,0.0,38.52,138.9524004830431,-0.8902761104441779
b1c20,100,534.0,1.059142675,0.10652841217139995,0.014906158769999997,0.0021329748575357136,31.83139279736961,0.0004999247458745884,0.0,0.0,0.0,-3.526581491666408e-05,0.00035089042801408015,1.0792418606359852e-06,0.0,-714.8437008973514,-714.8437008973514,-719.3708910355734,72.78525792865923,-0.17225530549554602,0.0,999.0,999.0,38.9,138.79441631420192,0.18240624062406224
b1c21,25,559.0,1.041071564,0.2125128215856067,0.013914471720000002,0.0041039648890371615,31.93027410248627,0.010020101076923079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-766.1433749031853,-766.1433749031853,-715.5612714034761,146.25510230545936,-7.079275349434272,0.0,0.0,0.0,129.48,314.10789483870025,12.569230769230769
b1c21,50,559.0,1.06266061,0.15181245392186934,0.014453025800000002,0.002951659583415689,32.52802005315853,0.0025398337623049145,0.0,0.0,0.0,-0.00030698510199866956,0.0015418638912868144,-5.6381068959609855e-06,0.0,-736.7634288428003,-736.7634288428003,-728.3957119548853,104.27058131335325,-1.6022832787941932,0.0,40.0,40.0,89.96,257.56956031332584,-0.18525810324129627
b1c21,100,559.0,1.071404233,0.10771126102679894,0.014788431510000002,0.0021141635554463353,32.80560397424297,0.0005635516297629796,0.0,0.0,0.0,-0.00053731636462983,0.0027820813772376045,-1.0442710470010015e-05,0.0,-723.1856261720106,-723.1856261720106,-729.6294521322126,73.83124969380884,-0.20321567046241157,0.0,60.0,60.0,124.56,297.95342991816693,1.3396339633963399
b1c22,25,891.0,1.039502196,0.2121900148858838,0.015914887399999997,0.003249009527949969,31.421911547412897,0.010097234230769239,0.0,0.0,0.0,-0.0007137691735837207,0.0025215766119877536,3.898517393702723e-05,0.0,-742.7834393544082,-742.7834393544082,-710.8306886283214,145.16469094606103,-6.77989041002273,0.0,60.0,60.0,7.28,16.327939245354877,1.0607692307692307
b1c22,50,891.0,1.0615359060000003,0.1516502305273136,0.016238957000000002,0.0023201828099199766,32.09658038427867,0.0025816389675870316,0.0,0.0,0.0,-0.00035688458679186035,0.0018183896483843652,2.6288940491049043e-05,0.0,-741.4226566620586,-741.4226566620586,-725.2395439027273,103.67476231695085,-1.6850418887599365,0.0,0.0,0.0,6.38,14.378998574309687,0.1295078031212485
b1c22,100,891.0,1.072150017,0.10775764643687431,0.016426053569999998,0.0016529612459651084,32.51547371038611,0.0006367991797179741,0.0,0.0,0.0,-0.00030440966850312905,0.0015564332322056602,4.817452699315729e-06,0.0,-730.5754840331132,-730.5754840331132,-730.8527152346516,73.58153368685414,-0.36852193616334494,0.0,0.0,0.0,25.69,139.73444063651593,0.3668586858685868
b1c23,25,1014.0,1.039110508,0.2121094098150517,0.016129782440000004,0.0032928032644208927,30.603791185468122,0.010069359461538448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-749.0298698461172,-749.0298698461172,-712.731943379033,145.5234411237802,-6.760227641042063,0.0,999.0,999.0,168.68,362.67503029571805,5.770769230769233
b1c23,50,1014.0,1.061006362,0.15157385631241013,0.01646239986,0.002352056068909277,31.260565441766612,0.002570814957983181,0.0,0.0,0.0,-0.0007721289183539931,0.0038090063067144184,-3.678265852720215e-05,0.0,-737.6472804433424,-737.6472804433424,-727.1824390282986,103.95464533936367,-1.6848755347061528,0.0,34.0,34.0,108.26,297.28617929530463,-3.8655942376950763
b1c23,100,1014.0,1.0716364470000002,0.10770538654237351,0.01665576256,0.0016761780869325273,31.670866801703188,0.0006363017251725194,0.0,0.0,0.0,-0.00038606445917699654,0.002720902476924657,6.986639256261614e-06,0.0,-731.559793242179,-731.559793242179,-732.3120491995548,73.75042398744787,-0.3524337954130738,0.0,0.0,0.0,78.47,249.36392902743574,-1.4121992199219922
b1c24,25,1017.0,1.034433736,0.2111550342705584,0.015889117359999996,0.0032436625538711378,31.97371434184674,0.010040086076923074,0.0,0.0,0.0,-5.235412863942492e-06,2.5648180218924476e-05,-6.04086099685672e-07,0.0,-734.738544345355,-734.738544345355,-708.9059966127741,144.73204714499954,-6.8280380817539275,0.0,0.0,0.0,14.76,18.67464591364452,-0.42846153846153884
