Qdis_N,Qdis_cycle10,cell_id,cycle_life,dataset_prefix,delta_Qdis,eol_80pct_q0_cycle,eol_80pct_q0_label,eol_85pct_q0_cycle,eol_85pct_q0_label,eol_88ah_cycle,eol_88ah_label,gap_to_stored_cycle_life,is_censored_80pct_q0,is_censored_85pct_q0,is_censored_88ah,kept_for_modeling,last_valid_qd,max_drop,mean_diff,merge_status,n_cycles,needs_relabel,observed_cycle_count,q0,q0_source,range_Qdis,retention_ratio,skewness_Qdis,slope_linear,slope_ratio,source_batch,std_diff,stored_cycle_life,variance_Qdis
1.0767291,1.0858023,b1c21,535.0,matr,-0.005709699999999929,,559.0,535.0,535.0,,559.0,1.0,1,0,1.0,1.0,0.88016534,0.007470199999999982,-5.826224489795846e-05,native,100,0.0,558.0,1.08404015,median_qd_cycles_2_to_5,0.009197099999999958,0.9947251521286932,-0.5467964310311131,-8.178444155842871e-05,10.522270802378548,b1,0.0009193974983112937,559.0,6.7628706868646e-06
1.0820541,1.0830258,b1c22,891.0,matr,0.002750199999999925,,891.0,,891.0,,891.0,1.0,1,1,1.0,0.0,0.96327895,0.0012465999999999866,2.8063265306121682e-05,native,100,0.0,890.0,1.08099815,median_qd_cycles_2_to_5,0.005003300000000044,1.0025481238416722,-1.6899357920544598,-6.755834260962709e-06,-0.9751643493954022,b1,0.000337470001505122,891.0,5.475690513865873e-07
1.0816909,1.0826545,b1c23,974.0,matr,0.0023974999999998303,,1014.0,974.0,974.0,,1014.0,1.0,1,0,1.0,1.0,0.88066453,0.0012772999999999257,2.4464285714283983e-05,native,100,0.0,1013.0,1.0809316,median_qd_cycles_2_to_5,0.004492999999999858,1.0022213607532482,-1.581867013954768,-6.950910327758102e-06,-1.2525040297283323,b1,0.0003315286718446808,1014.0,4.071441198163376e-07
1.0776314,1.077704,b1c24,979.0,matr,0.0030958999999999293,,1017.0,979.0,979.0,,1017.0,1.0,1,0,1.0,1.0,0.88046598,0.0013752999999998572,3.159081632652989e-05,native,100,0.0,1016.0,1.0758532500000002,median_qd_cycles_2_to_5,0.004539499999999919,1.0028811519023801,-2.115720754801827,2.024258503414278e-06,-0.7004155237559676,b1,0.00045990668598491064,1017.0,5.092068983124051e-07
1.0780438,1.0783457,b1c25,817.0,matr,0.0028093000000000146,,854.0,817.0,817.0,,854.0,1.0,1,0,1.0,1.0,0.88019997,0.0012472999999999512,2.8666326530612394e-05,native,100,0.0,853.0,1.0765048,median_qd_cycles_2_to_5,0.004678599999999866,1.0026127323853542,-2.026198120347755,5.12931354370892e-07,-0.6765113431831381,b1,0.00023563110824383597,854.0,5.29115396216692e-07
1.0893713,1.0910354,b1c26,826.0,matr,0.0017199000000001075,,870.0,826.0,826.0,,870.0,1.0,1,0,1.0,1.0,0.88105017,0.0024927999999999617,1.7550000000001097e-05,native,100,0.0,869.0,1.0891754,median_qd_cycles_2_to_5,0.004499100000000089,1.0015812970957423,-1.3229781043678328,-1.5210461348164644e-05,-1.900771527802796,b1,0.0005801074992303319,870.0,7.43129392984391e-07
1.0810226,1.0822893,b1c27,809.0,matr,0.0019765000000000477,,842.0,809.0,809.0,,842.0,1.0,1,0,1.0,1.0,0.88130057,0.0012744000000000089,2.0168367346939262e-05,native,100,0.0,841.0,1.0804401499999998,median_qd_cycles_2_to_5,0.003953399999999885,1.001831710433873,-1.0897857372540374,-1.0758799010503696e-05,-1.300432097055417,b1,0.00041766020037701217,842.0,5.637001648117731e-07
1.0796947,1.0809715,b1c28,815.0,matr,0.0019471999999998157,,860.0,815.0,815.0,,860.0,1.0,1,0,1.0,1.0,0.88058227,0.0005214000000000052,1.986938775510016e-05,native,100,0.0,859.0,1.07937775,median_qd_cycles_2_to_5,0.003846999999999934,1.0018067311684786,-1.8046065545499517,-7.726680272098095e-06,-1.5825641791682252,b1,0.00017414241380944476,860.0,3.3397575116211916e-07
1.0818107,1.0827931,b1c29,872.0,matr,0.0023569999999999425,,917.0,872.0,872.0,,917.0,1.0,1,0,1.0,1.0,0.88035375,0.0006383999999999279,2.405102040816268e-05,native,100,0.0,916.0,1.0809752,median_qd_cycles_2_to_5,0.004349200000000053,1.0021835119005105,-1.9403106663068832,-5.2127198515624496e-06,-1.0842291423626462,b1,0.00017412258539275104,917.0,4.126172800551001e-07
1.0847498,1.0843078,b1c3,1606.0,matr,0.005026900000000056,1626.0,1626.0,1606.0,1606.0,1621.0,1621.0,-205.0,0,0,0.0,1.0,0.82608759,0.003996600000000017,5.129489795918425e-05,continued_from_b2c15,100,0.0,1639.0,1.08161105,median_qd_cycles_2_to_5,0.006530099999999983,1.0046557315770557,-2.7823052832227857,1.71363475572103e-05,-0.28291146333548856,b1,0.0005434444620578241,1434.0,1.1898366835261534e-06
1.0814074,1.0833608,b1c30,679.0,matr,0.0015437000000000367,,709.0,679.0,679.0,,709.0,1.0,1,0,1.0,1.0,0.88054287,0.0012190000000000811,1.5752040816326906e-05,native,100,0.0,708.0,1.08151455,median_qd_cycles_2_to_5,0.003954500000000083,1.0014295322641182,-0.7652602281218502,-1.6368218923923603e-05,-1.8658517114352622,b1,0.00034751279031803044,709.0,6.757359250586671e-07
1.0953494,1.0981392,b1c31,827.0,matr,0.0007101999999998831,,876.0,827.0,827.0,,876.0,1.0,1,0,1.0,1.0,0.88099223,0.0013121000000000382,7.2469387755090115e-06,native,100,0.0,875.0,1.0963314,median_qd_cycles_2_to_5,0.003694199999999981,1.0006487982524286,-0.4647006063197892,-2.6201082251071004e-05,-13.771428890274306,b1,0.0003985744375728918,876.0,9.54822771388661e-07
1.0793804,1.0810486,b1c32,694.0,matr,0.001543800000000095,,731.0,694.0,694.0,,731.0,1.0,1,0,1.0,1.0,0.88080907,0.0006247999999999809,1.5753061224490765e-05,native,100,0.0,730.0,1.0792755,median_qd_cycles_2_to_5,0.003820099999999993,1.0014323135807413,-1.082839587552643,-1.277627210883155e-05,-1.9168496898336127,b1,0.00017024989508468023,731.0,4.931551303785259e-07
1.0937657,1.0961914,b1c33,708.0,matr,0.0012749000000000787,,757.0,708.0,708.0,,757.0,1.0,1,0,1.0,1.0,0.88011229,0.0009082000000000257,1.3009183673470192e-05,native,100,0.0,756.0,1.0942233,median_qd_cycles_2_to_5,0.004335399999999989,1.0011669663488243,-0.6539179476133509,-2.1812165739008744e-05,-3.1005291895411746,b1,0.0002097360975844291,757.0,8.863108519824446e-07
1.0794187,1.0798281,b1c34,714.0,matr,0.0028013000000000066,,742.0,714.0,714.0,,742.0,1.0,1,0,1.0,1.0,0.88205445,0.0012524000000000424,2.858469387755109e-05,native,100,0.0,741.0,1.07806275,median_qd_cycles_2_to_5,0.004865000000000119,1.002601945686555,-1.5905728173297435,-3.129647495232311e-07,-0.7718097169093195,b1,0.0004598976881234039,742.0,5.236036147250373e-07
1.0739936,1.0741303,b1c35,676.0,matr,0.0032472000000001167,,703.0,676.0,676.0,,703.0,1.0,1,0,1.0,1.0,0.8802399,0.0012404999999999777,3.313469387755221e-05,native,100,0.0,702.0,1.07233895,median_qd_cycles_2_to_5,0.00507919999999995,1.0030326508685905,-2.2121586361421497,3.195320964756719e-06,-0.658329593872638,b1,0.00039551701557916997,703.0,4.888195490072439e-07
1.0802411,1.081539,b1c36,670.0,matr,0.0024096000000000117,,704.0,670.0,670.0,,704.0,1.0,1,0,1.0,1.0,0.88231802,0.001249100000000114,2.4587755102040937e-05,native,100,0.0,703.0,1.0795122,median_qd_cycles_2_to_5,0.004527799999999971,1.0022355999059223,-1.5761880547750438,-7.183043908470364e-06,-1.229178332743726,b1,0.00038981792093580357,704.0,4.996298185695343e-07
1.0768065,1.0783199,b1c37,622.0,matr,0.0019871000000000194,,648.0,622.0,622.0,,648.0,1.0,1,0,1.0,1.0,0.88336319,0.0012495999999999619,2.0276530612245094e-05,native,100,0.0,647.0,1.0763613,median_qd_cycles_2_to_5,0.004472400000000043,1.0018487757105985,-1.0730106192984303,-9.680958565230538e-06,-1.3824064888434928,b1,0.0003864089519183867,648.0,5.726424927456485e-07
1.0749754,1.0760679,b1c38,592.0,matr,0.002024100000000084,,617.0,592.0,592.0,,617.0,1.0,1,0,1.0,1.0,0.88110942,0.00034559999999994595,2.065408163265392e-05,native,100,0.0,616.0,1.074173,median_qd_cycles_2_to_5,0.003646500000000108,1.0018864789110187,-1.2843512163486013,-9.437124304253403e-06,-1.1781003216440156,b1,0.0001614048649902646,617.0,4.135994688521607e-07
1.0847629,1.0856049,b1c39,592.0,matr,0.0029856000000001437,,625.0,592.0,592.0,,625.0,1.0,1,0,1.0,1.0,0.88011074,0.00044900000000014373,3.0465306122450445e-05,native,100,0.0,624.0,1.08353305,median_qd_cycles_2_to_5,0.004689399999999955,1.0027599026158158,-2.452356447628806,-3.29447742732208e-06,-0.776262729268755,b1,0.0001886974811930043,625.0,4.81457680908073e-07
1.0826457,1.0819536,b1c4,1681.0,matr,0.004229000000000038,1708.0,1708.0,1681.0,1681.0,1698.0,1698.0,-16.0,0,0,0.0,1.0,0.82648873,0.0036754000000001064,4.3153061224490184e-05,continued_from_b2c16,100,0.0,1725.0,1.0793795,median_qd_cycles_2_to_5,0.006298499999999985,1.0039214897172866,-2.495682679576637,1.8994317872615252e-05,-0.2569837106944206,b1,0.0005013539191893871,1709.0,1.1869759704336124e-06
1.0857353,1.0871686,b1c40,919.0,matr,0.0024324000000000012,,966.0,919.0,919.0,,966.0,1.0,1,0,1.0,1.0,0.88060951,0.0004383000000001136,2.4820408163265318e-05,native,100,0.0,965.0,1.0850124,median_qd_cycles_2_to_5,0.004503299999999877,1.0022453553849067,-1.830768443301099,-8.204863327142272e-06,-1.173899170902736,b1,0.00018826819827434232,966.0,5.281183716273831e-07
1.0821686,1.0827476,b1c41,1005.0,matr,0.0032071999999998546,,1051.0,1005.0,1005.0,,1051.0,1.0,1,0,1.0,1.0,0.88106161,0.0005109999999999282,3.272653061224341e-05,native,100,0.0,1050.0,1.0806673,median_qd_cycles_2_to_5,0.0049074999999998425,1.002972488172422,-3.0063340154749048,-1.3855287568735692e-07,-0.7703051648422786,b1,0.00018828419658558656,1051.0,4.33037936494228e-07
1.0832821,1.0837516,b1c42,661.0,matr,0.0034095999999999016,,702.0,661.0,661.0,,702.0,1.0,1,0,1.0,1.0,0.88035142,0.000501600000000213,3.479183673469287e-05,native,100,0.0,701.0,1.08175435,median_qd_cycles_2_to_5,0.004959500000000006,1.0031574097868035,-3.458085734885571,2.1135980210352072e-06,-0.7350100374455398,b1,0.00019576288222186494,702.0,4.048936819610244e-07
1.0688359,1.0714344,b1c43,626.0,matr,0.0005969999999999587,,651.0,626.0,626.0,,651.0,1.0,1,0,1.0,1.0,0.88044435,0.0005279999999998619,6.091836734693456e-06,native,100,0.0,650.0,1.069749,median_qd_cycles_2_to_5,0.003432099999999938,1.0005588637522935,-0.5467643481333773,-2.4014810142235067e-05,-9.222181619401832,b1,0.00017006101526496458,651.0,7.872030602775073e-07
1.0847102,1.0882163,b1c44,575.0,matr,-5.8000000000113516e-05,,616.0,575.0,575.0,,616.0,1.0,1,0,1.0,1.0,0.88048309,0.0006517999999999802,-5.918367346950359e-07,native,100,0.0,615.0,1.08643345,median_qd_cycles_2_to_5,0.003620399999999968,0.9999465323559447,-0.3601374165795634,-3.361546072973778e-05,13.304620813041293,b1,0.00018856363764937242,616.0,1.2695074992000909e-06
1.0858277,1.0875177,b1c45,563.0,matr,0.0018719000000000374,,599.0,563.0,563.0,,599.0,1.0,1,0,1.0,1.0,0.88104212,0.0007681000000001603,1.9101020408163646e-05,native,100,0.0,598.0,1.08563255,median_qd_cycles_2_to_5,0.004482499999999945,1.0017269154332678,-1.0637084392301424,-1.2920053184893674e-05,-1.8733249977362356,b1,0.00019333962847211728,599.0,5.857313851260048e-07
1.0797794,1.080176,b1c5,909.0,matr,0.0036528000000000116,,1074.0,909.0,909.0,,1074.0,1.0,1,0,1.0,1.0,0.88053626,0.005331100000000033,3.727346938775522e-05,native,100,0.0,1073.0,1.07712635,median_qd_cycles_2_to_5,0.0069014000000000575,1.003394396161195,-2.5420627255894535,1.1228400742129884e-05,-0.48072559245361823,b1,0.0006581213436514532,1074.0,1.0861249794265882e-06
1.0792426,1.0811012,b1c6,613.0,matr,0.003406800000000043,,636.0,613.0,613.0,,636.0,1.0,1,0,1.0,1.0,0.8800565,0.003816599999999948,3.476326530612289e-05,native,100,0.0,635.0,1.0778327,median_qd_cycles_2_to_5,0.006303200000000064,1.003166654242218,-1.6663669364500382,-4.808646876924093e-06,-0.7574718161702586,b1,0.0004847523919566621,636.0,1.3123429669421754e-06
1.0957625,1.097587,b1c7,818.0,matr,0.0018981000000000137,,870.0,818.0,818.0,,870.0,1.0,1,0,1.0,1.0,0.88110596,0.003628599999999871,1.9368367346938914e-05,native,100,0.0,869.0,1.09553235,median_qd_cycles_2_to_5,0.004104200000000002,1.001735224219748,-1.3157317079880955,-6.4281880024581415e-06,-0.9897225814235697,b1,0.0006031309237157408,870.0,6.59143656126923e-07
1.0941359,1.0941397,b1c8,879.0,matr,0.004161099999999918,,879.0,,879.0,,879.0,1.0,1,1,1.0,0.0,0.96902454,0.0006089999999998597,4.246020408163181e-05,native,100,0.0,878.0,1.0916926999999998,median_qd_cycles_2_to_5,0.005939099999999975,1.0038176111961488,-2.897496968019916,5.429254174399952e-06,-0.5631377104288707,b1,0.00019619004569173902,879.0,7.540996417345025e-07
1.0876312,1.0866315,b1c9,1012.0,matr,0.004656999999999911,,1054.0,1012.0,1012.0,,1054.0,1.0,1,0,1.0,1.0,0.8809284,0.000579499999999955,4.75204081632644e-05,native,100,0.0,1053.0,1.08395785,median_qd_cycles_2_to_5,0.005975700000000028,1.0043001947784167,-2.8865962774213463,1.8204385899829277e-05,-0.30881190625651556,b1,0.0001601561438091958,1054.0,9.452788463360952e-07
1.1052729,1.1037184,b2c0,453.0,matr,0.003267799999999932,475.0,475.0,453.0,453.0,477.0,477.0,-19.0,0,0,0.0,1.0,0.82661337,0.01415080000000013,3.334489795918298e-05,native,100,0.0,496.0,1.1032914,median_qd_cycles_2_to_5,0.016458400000000095,1.0029653220298163,-1.2760435115773936,1.373756833643947e-05,13.5807068490703,b2,0.002035227830957147,477.0,9.577930615606554e-06
1.1015422,1.1083114,b2c1,461.0,matr,-0.004240400000000033,489.0,489.0,461.0,461.0,491.0,491.0,-22.0,0,0,0.0,1.0,0.82848173,0.01244999999999985,-4.3269387755102375e-05,native,100,0.0,513.0,1.1060249999999998,median_qd_cycles_2_to_5,0.015046600000000021,0.9961652498420576,-1.3179309109256272,-3.290422139763861e-05,10.637858436994586,b2,0.00191043608171752,491.0,1.1687272408670543e-05
1.1162933,1.1099281,b2c10,461.0,matr,0.00701509999999983,489.0,489.0,461.0,461.0,492.0,492.0,-27.0,0,0,0.0,1.0,0.82791102,0.11510614000000008,7.158265306122276e-05,native,100,0.0,519.0,1.1097726,median_qd_cycles_2_to_5,0.11804643999999997,1.0063240222335568,-9.2720790862096,5.4494455906012585e-05,-0.827400131080166,b2,0.01584637874014759,492.0,0.00013457586370762048
1.1086942,1.0982223,b2c11,430.0,matr,0.012777099999999875,450.0,450.0,430.0,430.0,449.0,449.0,-19.0,0,0,0.0,1.0,0.82524824,0.13904320000000003,0.00013037857142857016,native,100,0.0,468.0,1.0970887,median_qd_cycles_2_to_5,0.14617939999999996,1.0116588198140168,-9.161893642889892,0.00011636928385901053,-0.817603093253815,b2,0.019736691734055962,449.0,0.00020437211629729005
1.1065857,1.1027151,b2c12,435.0,matr,0.0049399999999999444,465.0,465.0,435.0,435.0,466.0,466.0,-27.0,0,0,0.0,1.0,0.82528538,0.010587799999999925,5.0408163265305554e-05,native,100,0.0,493.0,1.1030378,median_qd_cycles_2_to_5,0.01353749999999998,1.0044842003195764,-1.0019988475355557,3.124443661101217e-05,6.1275894478567885,b2,0.0016316729148189491,466.0,4.384013583975092e-06
1.0951428,1.0968143,b2c13,436.0,matr,-0.0002936999999998413,462.0,462.0,436.0,436.0,460.0,460.0,-23.0,0,0,0.0,1.0,0.82574999,0.006237800000000071,-2.9969387755085846e-06,native,100,0.0,483.0,1.0957949,median_qd_cycles_2_to_5,0.007968500000000045,0.999731887699561,-1.0230823700240308,-1.144594434136377e-05,-1.1755295731235618,b2,0.001457158501978628,460.0,2.1261609906417674e-06
1.0776343,1.0849262,b2c14,403.0,matr,-0.006854300000000091,433.0,433.0,403.0,403.0,426.0,426.0,-35.0,0,0,0.0,1.0,0.82618046,0.008760600000000007,-6.994183673469481e-05,native,100,0.0,461.0,1.0845337000000002,median_qd_cycles_2_to_5,0.013525899999999869,0.9936796938206635,-0.002987059890558667,-0.0001016570562770468,-0.40365243336643614,b2,0.001403928282656039,426.0,1.2377510605472932e-05
1.0770745,1.0711806,b2c15,385.0,matr,0.007325099999999862,404.0,404.0,385.0,385.0,396.0,396.0,-18.0,0,0,0.0,1.0,0.82608759,0.0033047999999999966,7.474591836734554e-05,native,100,0.0,414.0,1.070032,median_qd_cycles_2_to_5,0.01032529999999987,1.0068474915713903,-0.24398261766998236,9.204142609773131e-05,-0.06392207242948479,b2,0.0012037564269155299,396.0,9.157571606354403e-06
1.0940695,1.0965556,b2c16,447.0,matr,-0.0004667999999998784,475.0,475.0,447.0,447.0,472.0,472.0,-27.0,0,0,0.0,1.0,0.82648873,0.01050949999999995,-4.763265306121209e-06,native,100,0.0,499.0,1.0960515,median_qd_cycles_2_to_5,0.01050949999999995,0.9995735180276799,-0.4945734143885305,-1.5038863327142703e-05,2.244352643115156,b2,0.0016375676848692652,472.0,3.935591712800728e-06
1.0944375,1.09258,b2c17,447.0,matr,0.002719799999999939,474.0,474.0,447.0,447.0,471.0,471.0,-23.0,0,0,0.0,1.0,0.8272146,0.016055000000000152,2.7753061224489173e-05,native,100,0.0,494.0,1.0918908,median_qd_cycles_2_to_5,0.01921750000000011,1.0024913033836493,3.788075580786117,3.904175881262371e-05,-1.7251619491521468,b2,0.0026059574114412993,471.0,4.954712418989918e-06
1.0858426,1.0786648,b2c18,437.0,matr,0.010213400000000039,456.0,456.0,437.0,437.0,449.0,449.0,-18.0,0,0,0.0,1.0,0.82719898,0.003798799999999991,0.00010421836734693917,native,100,0.0,467.0,1.07619675,median_qd_cycles_2_to_5,0.012947500000000112,1.0094952796000705,-0.2199628970244673,0.00011339298701299902,0.21856263291324707,b2,0.0010506319815630357,449.0,1.2421352232588503e-05
1.0930592,1.0924506,b2c19,375.0,matr,0.0028185999999998934,396.0,396.0,375.0,375.0,392.0,392.0,-19.0,0,0,0.0,1.0,0.82597393,0.01644369999999995,2.876122448979483e-05,native,100,0.0,411.0,1.09146485,median_qd_cycles_2_to_5,0.01644369999999995,1.0025853008959673,-0.9275394888781431,2.1983457019182867e-05,1.5670635231126788,b2,0.0021166172543843754,392.0,8.06054485467608e-06
1.0728362,1.078596,b2c2,415.0,matr,-0.0025500999999998886,430.0,430.0,415.0,415.0,424.0,424.0,-15.0,0,0,0.0,1.0,0.82700932,0.11198607999999988,-2.6021428571427435e-05,native,100,0.0,439.0,1.0751113499999998,median_qd_cycles_2_to_5,0.11325008000000003,0.9976286660895718,-8.943731571079322,-5.3960603586805125e-06,-0.4999602163611181,b2,0.015325015297556631,424.0,0.0001262638420084928
1.1038647,1.1000065,b2c20,471.0,matr,0.0061388,490.0,490.0,471.0,471.0,489.0,489.0,-17.0,0,0,0.0,1.0,0.82856864,0.009011000000000102,6.264081632653061e-05,native,100,0.0,506.0,1.09799415,median_qd_cycles_2_to_5,0.011342100000000022,1.0055922885667543,-0.5587952878350927,2.8384829931985655e-05,3.0554678663069144,b2,0.0014209790993477103,489.0,4.452856675022953e-06
1.1000447,1.102361,b2c21,386.0,matr,0.0014510999999999274,408.0,408.0,386.0,386.0,408.0,408.0,-18.0,0,0,0.0,1.0,0.82783753,0.11237377999999998,1.4807142857142117e-05,native,100,0.0,426.0,1.0992943,median_qd_cycles_2_to_5,0.11263568000000013,1.001320870611298,-9.250066596310592,3.546821447124778e-05,-0.7695597580388355,b2,0.015412656480449604,408.0,0.00012206522289197837
1.0839342,1.0933094,b2c22,921.0,matr,-0.0073848999999999165,,921.0,,921.0,,921.0,,1,1,1.0,1.0,1.0556005,1.0843060999999998,-7.535612244897875e-05,native,100,0.0,920.0,1.09217965,median_qd_cycles_2_to_5,1.17854457,0.9932330516344854,9.79712459854777,0.0006255910350031046,-12.152600419239173,b2,0.15520760051146337,,0.011707878102143798
1.0753278,1.0919091,b2c23,1153.0,matr,-0.015132400000000157,,1153.0,,1153.0,,1153.0,,1,1,1.0,1.0,0.97824305,1.075023,-0.00015441224489796078,native,100,0.0,1152.0,1.09050145,median_qd_cycles_2_to_5,1.21898871,0.986122923147493,9.575435573642253,0.0005160051214595007,485.7910306068963,b2,0.15445208832572271,,0.01160288783686797
1.1019264,1.0956398,b2c24,490.0,matr,0.009624700000000042,518.0,518.0,490.0,490.0,514.0,514.0,-22.0,0,0,0.0,1.0,0.82615805,0.011801799999999973,9.821122448979634e-05,native,100,0.0,536.0,1.09316,median_qd_cycles_2_to_5,0.014937100000000036,1.0088113934089822,-0.5268753226730308,4.3255097093394744e-05,5.802156056580594,b2,0.0018353306138734202,514.0,5.815531801410113e-06
